68;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;60.4300;24.4900;21.3700;43.0400;33.1000;36.5000;27.9300;6.2200;4.1200;8.3100;5.0500;41.1900;14.1700;38.7000;46.6500;42.9200;12.7600;16.8700;40.5200;1.4300;76.7200;21.6600;21.6600;15.5800;10.2800;0.6300;29.2000;24.7400;9.3600;17.6600;33.7200;40.1700;46.5600;38.3300;21.6600;45.9000;40.9700;64.5300;54.0300;31.5500;46.9700;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
69;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;60.4300;24.4900;21.3700;43.0400;33.1000;36.5000;27.9300;6.2200;4.1200;8.3100;5.0500;41.1900;14.1700;38.7000;46.6500;42.9200;12.7600;16.8700;40.5200;1.4300;76.7200;21.6600;21.6600;15.5800;10.2800;0.6300;29.2000;24.7400;9.3600;17.6600;33.7200;40.1700;46.5600;38.3300;21.6600;45.9000;40.9700;64.5300;54.0300;31.5500;46.9700;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
70;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;60.4300;24.4900;21.3700;43.0400;33.1000;36.5000;27.9300;6.2200;4.1200;8.3100;5.0500;41.1900;14.1700;38.7000;46.6500;42.9200;12.7600;16.8700;40.5200;1.4300;76.7200;21.6600;21.6600;15.5800;10.2800;0.6300;29.2000;24.7400;9.3600;17.6600;33.7200;40.1700;46.5600;38.3300;21.6600;45.9000;40.9700;64.5300;54.0300;31.5500;46.9700;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
71;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;60.4300;24.4900;21.3700;43.0400;33.1000;36.5000;27.9300;6.2200;4.1200;8.3100;5.0500;41.1900;14.1700;38.7000;46.6500;42.9200;12.7600;16.8700;40.5200;1.4300;76.7200;21.6600;21.6600;15.5800;10.2800;0.6300;29.2000;24.7400;9.3600;17.6600;33.7200;40.1700;46.5600;38.3300;21.6600;45.9000;40.9700;64.5300;54.0300;31.5500;46.9700;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
72;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;60.4300;24.4900;21.3700;43.0400;33.1000;36.5000;27.9300;6.2200;4.1200;8.3100;5.0500;41.1900;14.1700;38.7000;46.6500;42.9200;12.7600;16.8700;40.5200;1.4300;76.7200;21.6600;21.6600;15.5800;10.2800;0.6300;29.2000;24.7400;9.3600;17.6600;33.7200;40.1700;46.5600;38.3300;21.6600;45.9000;40.9700;64.5300;54.0300;31.5500;46.9700;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
73;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;60.4300;24.4900;21.3700;43.0400;33.1000;36.5000;27.9300;6.2200;4.1200;8.3100;5.0500;41.1900;14.1700;38.7000;46.6500;42.9200;12.7600;16.8700;40.5200;1.4300;76.7200;21.6600;21.6600;15.5800;10.2800;0.6300;29.2000;24.7400;9.3600;17.6600;33.7200;40.1700;46.5600;38.3300;21.6600;45.9000;40.9700;64.5300;54.0300;31.5500;46.9700;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
74;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;60.4300;24.4900;21.3700;43.0400;33.1000;36.5000;27.9300;6.2200;4.1200;8.3100;5.0500;41.1900;14.1700;38.7000;46.6500;42.9200;12.7600;16.8700;40.5200;1.4300;76.7200;21.6600;21.6600;15.5800;10.2800;0.6300;29.2000;24.7400;9.3600;17.6600;33.7200;40.1700;46.5600;38.3300;21.6600;45.9000;40.9700;64.5300;54.0300;31.5500;46.9700;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
TRAVEL TIMES
0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
3;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
4;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
5;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
6;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
7;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
8;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
9;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
10;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
11;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;56.7167;24.7667;23.6000;43.4167;32.8833;41.0000;29.6833;9.7000;6.2667;11.4833;8.0333;38.4833;15.8333;35.8667;38.2833;41.8167;15.6333;22.7667;37.0167;5.4167;66.2333;25.3000;25.3000;19.5667;12.7500;2.3000;31.2000;28.8500;13.3167;20.0000;35.7000;35.7500;47.6000;35.6333;25.3000;44.7667;37.5000;65.6000;48.3833;32.4000;55.2000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
12;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;0.0000;36.1667;40.3667;36.9167;33.9000;27.5167;36.8333;56.3500;52.1167;53.7500;54.6833;28.8500;44.2167;30.1667;30.2333;31.6333;46.0167;48.2500;26.0000;58.6000;95.5667;44.5500;44.5500;45.4333;50.5000;56.3000;49.7500;55.2167;55.1167;51.7500;28.9000;29.0500;22.9000;29.9500;44.5500;25.6500;30.2667;53.6167;71.2000;26.3833;59.6833;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167;56.7167
13;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;36.1667;0.0000;9.2333;39.8833;12.4000;20.0500;9.2000;24.4000;20.1667;21.8000;22.7333;23.3333;12.2667;21.8000;24.9333;26.3667;14.0667;16.3000;21.0500;26.6333;75.3667;12.6000;12.6000;13.4833;18.5500;24.3500;28.0167;25.3667;23.1667;19.8000;19.3833;20.6000;28.3500;12.4500;12.6000;24.2833;24.7667;58.7667;53.1667;11.9500;52.6333;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667;24.7667
14;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;40.3667;9.2333;0.0000;32.9000;17.2667;24.9167;14.0667;23.4333;19.2000;19.9167;21.7667;29.6333;7.7667;26.4667;30.4833;32.5167;12.1833;15.3333;27.2000;24.7500;73.4833;11.6333;11.6333;12.5167;17.5833;22.4667;27.0500;24.4000;21.2833;18.8333;17.1000;26.8333;35.9667;20.0667;11.6333;29.1500;29.8333;55.0833;51.2833;16.8167;44.2333;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000;23.6000
15;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;36.9167;39.8833;32.9000;0.0000;39.4000;39.1500;40.4833;47.9833;43.9667;39.7333;46.3167;55.4500;34.6167;53.7667;56.9000;58.3333;32.8833;47.4000;53.0167;44.5667;67.6000;43.7000;43.7000;44.5833;43.6833;42.2833;58.6333;55.9833;41.1000;50.3667;26.1333;52.6500;56.4167;44.9833;43.7000;47.1833;56.8000;36.0000;42.0333;32.3667;30.4333;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167;43.4167
16;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;33.9000;12.4000;17.2667;39.4000;0.0000;19.4500;9.6333;32.5167;28.2833;29.9167;30.8500;19.2000;20.3833;17.5167;20.6500;22.1000;22.1833;24.4167;16.7667;34.7667;83.4833;20.7167;20.7167;21.6000;26.6667;32.4667;36.1333;33.4833;31.2833;27.9167;18.8667;16.4000;24.0667;8.7333;20.7167;16.3167;20.5500;58.2500;61.2833;9.2667;55.6000;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833;32.8833
17;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;27.5167;20.0500;24.9167;39.1500;19.4500;0.0000;21.1167;40.6333;36.4000;38.0333;38.9667;35.8333;28.5000;34.3167;37.4500;38.9000;30.3000;32.5333;33.5667;42.8667;91.6000;28.8333;28.8333;29.7167;34.7833;40.5833;44.2500;41.6000;39.4000;36.0333;19.1167;33.1000;40.4500;25.5000;28.8333;26.2667;36.0833;58.5000;66.2500;10.6667;55.8500;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000;41.0000
18;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;36.8333;9.2000;14.0667;40.4833;9.6333;21.1167;0.0000;29.3167;25.0833;26.7167;27.6500;24.4000;17.1833;22.7167;25.8500;27.2833;18.9833;21.2167;21.9667;31.5667;80.2833;17.5167;17.5167;18.4000;23.4667;29.2667;32.9333;30.2833;28.0833;24.7167;20.0500;21.6000;29.2667;13.9333;17.5167;21.5167;25.7500;59.4333;58.0833;12.6167;56.7833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833;29.6833
19;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;56.3500;24.4000;23.4333;47.9833;32.5167;40.6333;29.3167;0.0000;5.3667;15.3333;4.1000;37.3500;21.3667;34.1500;38.1667;40.2500;20.1500;23.9833;34.9167;12.0500;64.2833;24.2667;24.2667;21.1667;17.8333;10.2167;34.2500;33.0500;17.8167;23.2500;35.9833;34.5500;45.3500;34.7500;24.2667;43.8333;37.5167;63.6500;44.5333;31.5000;59.2667;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000;9.7000
20;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;52.1167;20.1667;19.2000;43.9667;28.2833;36.4000;25.0833;5.3667;0.0000;12.5500;3.9500;34.6333;17.9333;31.5000;35.4833;37.5667;16.7167;21.3000;32.2333;8.6167;62.1667;21.5833;21.5833;18.4833;14.4000;6.7833;29.5333;29.4333;14.3833;18.5333;33.3000;31.8333;42.7000;32.0667;21.5833;41.1500;34.8333;64.7000;45.5833;28.8167;55.8333;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667;6.2667
21;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;53.7500;21.8000;19.9167;39.7333;29.9167;38.0333;26.7167;15.3333;12.5500;0.0000;14.0500;42.3833;13.1167;39.1833;43.2000;45.2500;11.9000;22.5833;39.9500;12.6500;68.5500;24.3500;24.3500;19.9000;12.7500;10.3500;31.2000;28.8667;8.4667;20.0167;34.0167;39.5500;48.6833;32.7833;24.3500;41.8667;42.5500;61.8667;47.0667;29.5333;51.0167;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833;11.4833
22;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;54.6833;22.7333;21.7667;46.3167;30.8500;38.9667;27.6500;4.1000;3.9500;14.0500;0.0000;35.6500;19.7000;32.5167;36.5000;38.5333;18.4833;22.3167;33.2167;10.3833;63.1833;22.6000;22.6000;19.5000;16.1667;8.5500;32.5833;31.3833;16.1500;21.5833;34.3167;32.8833;43.6833;33.0833;22.6000;42.1667;35.8500;65.6667;46.5500;29.8333;57.6000;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333;8.0333
23;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;28.8500;23.3333;29.6333;55.4500;19.2000;35.8333;24.4000;37.3500;34.6333;42.3833;35.6500;0.0000;31.7167;7.4000;8.3500;7.3667;34.9500;27.0167;4.6000;40.8333;92.3667;31.5833;31.5833;27.9500;33.5167;39.0000;25.4833;32.4500;44.1667;34.3500;34.5667;3.2500;15.0667;10.8833;31.5833;24.1667;6.0167;74.1500;74.4667;25.1667;71.5000;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833;38.4833
24;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;44.2167;12.2667;7.7667;34.6167;20.3833;28.5000;17.1833;21.3667;17.9333;13.1167;19.7000;31.7167;0.0000;28.1000;32.1167;34.1667;4.4167;16.9667;28.8667;16.9833;65.7167;13.2667;13.2667;14.1500;11.8833;14.7000;26.8333;24.1833;13.5167;18.5667;22.9333;28.4667;37.6000;21.7000;13.2667;30.7833;31.4667;56.6833;43.5167;18.4500;45.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333;15.8333
25;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;30.1667;21.8000;26.4667;53.7667;17.5167;34.3167;22.7167;34.1500;31.5000;39.1833;32.5167;7.4000;28.1000;0.0000;9.6000;11.0333;32.5167;24.4000;5.7167;38.2167;89.9333;29.6667;29.6667;25.8333;30.9000;36.3833;24.6167;29.8333;41.6167;31.7333;33.4167;5.0667;16.1833;9.7333;29.6667;23.0167;9.2167;73.0000;71.6167;24.0167;70.3500;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667;35.8667
26;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;30.2333;24.9333;30.4833;56.9000;20.6500;37.4500;25.8500;38.1667;35.4833;43.2000;36.5000;8.3500;32.1167;9.6000;0.0000;7.9667;35.1667;29.2833;8.9167;40.6333;92.3500;32.0833;32.0833;28.9833;34.0500;38.8000;30.3667;34.7167;44.2667;35.3000;38.5500;10.2667;19.3833;14.8667;32.0833;28.1500;10.9000;78.1333;74.2667;29.1500;74.0000;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833
27;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;31.6333;26.3667;32.5167;58.3333;22.1000;38.9000;27.2833;40.2500;37.5667;45.2500;38.5333;7.3667;34.1667;11.0333;7.9667;0.0000;38.4667;30.3500;7.9333;44.1667;95.8833;35.1000;35.1000;31.4667;36.8500;42.3333;25.5667;35.7833;47.6833;36.6500;37.9000;6.7667;18.4000;14.2167;35.1000;27.5000;6.4667;77.4833;77.6833;28.5000;74.8333;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167;41.8167
28;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;46.0167;14.0667;12.1833;32.8833;22.1833;30.3000;18.9833;20.1500;16.7167;11.9000;18.4833;34.9500;4.4167;32.5167;35.1667;38.4667;0.0000;19.6167;32.1000;16.7833;64.1000;16.5000;16.5000;16.9333;13.6000;14.5000;28.5500;25.9000;13.3167;20.2833;26.1667;31.7000;40.8333;24.9333;16.5000;34.0167;34.7000;55.0667;41.9000;21.6833;44.2167;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333;15.6333
29;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;48.2500;16.3000;15.3333;47.4000;24.4167;32.5333;21.2167;23.9833;21.3000;22.5833;22.3167;27.0167;16.9667;24.4000;29.2833;30.3500;19.6167;0.0000;25.1667;21.6333;79.0500;16.8833;16.8833;6.7167;13.6333;21.9500;22.5833;16.2500;24.4167;14.8833;28.6000;24.7667;35.6000;27.3667;16.8833;36.4500;27.7667;68.0500;58.8167;24.1167;58.8000;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667;22.7667
