59;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;11.7000;3.2700;9.8600;15.7200;21.4800;23.4500;11.3500;38.4600;34.0900;35.0300;32.7700;35.9400;19.8400;20.9700;25.5100;40.7110;38.0500;30.1400;39.0710;25.5000;34.0000;32.6800;31.8300;33.4700;34.0800;32.2200;31.0400;64.5000;44.4300;69.1300;23.4500;33.3900;29.2200;29.1800;23.0100;39.4700;23.4500;40.3510;36.2900;35.1800;30.1400;38.4500;35.6800;35.0000;51.9000;14.1300;0.0000;14.4400;3.2900;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000;33.8000
60;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;17.0200;14.1700;15.1800;5.0600;29.9900;9.3700;20.7200;24.1100;29.2600;21.1800;28.1900;22.1700;5.4900;6.8900;11.3900;26.3610;23.7710;25.2300;24.7210;11.1500;19.8800;28.9800;26.9200;29.4200;29.1700;27.9300;26.1300;58.3700;56.5300;66.3000;9.3700;19.0400;15.0600;14.8300;8.6600;25.5900;9.3700;26.0010;22.4100;21.4100;15.9800;24.3300;31.4800;28.4600;65.3100;4.9300;14.4400;0.0000;16.7000;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200;19.9200
61;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;13.6300;5.2000;11.7900;17.6500;21.3100;25.8000;14.5600;40.8100;36.0200;37.3800;34.7000;38.2900;22.1900;23.3200;27.8600;43.0610;40.4000;32.0700;41.4210;27.8500;36.3500;34.6100;33.7600;35.4000;36.0100;34.1500;32.9700;67.7100;41.1400;72.3400;25.8000;35.7400;31.5700;31.5300;25.3600;41.8200;25.8000;42.7010;38.6400;37.5300;32.4900;40.8000;37.6100;36.9300;48.6100;16.4800;3.2900;16.7000;0.0000;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500;36.1500
62;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
63;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
64;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
65;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
66;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
67;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
68;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
69;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
70;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
71;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
72;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
73;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
74;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
75;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
76;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
77;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
78;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
79;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
80;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
81;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
82;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
83;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
84;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
85;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.8700;33.5400;35.0300;24.9100;49.8400;17.4400;31.4600;26.6100;40.9500;1.7700;39.2200;2.6800;16.3100;13.1000;8.5300;7.3200;4.4900;38.1400;5.8100;11.4500;2.1400;40.4300;40.1100;41.2200;47.1700;40.3500;40.7100;62.1300;59.6200;69.5000;17.4400;22.8000;8.1400;25.1000;18.4600;8.5200;17.4400;7.0500;7.4700;1.9200;8.4000;8.8500;43.1700;39.1600;84.7600;19.6700;33.8000;19.9200;36.1500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
TRAVEL TIMES
0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
3;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
4;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
