58;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;30.0400;31.0400;33.3700;3.1300;40.5700;40.5700;0.8800;25.1800;24.0900;3.8400;45.2700;1.4300;45.2700;24.2200;2.3200;0.3100;27.9300;22.9400;23.9700;27.0800;39.4700;94.6200;76.9600;91.4700;69.5100;81.0200;53.9700;76.9600;38.9700;35.9600;41.0700;45.4700;30.5200;39.5100;33.3700;46.7400;48.0500;31.4900;23.2500;4.2800;3.9200;0.5000;1.9600;14.9200;3.6500;0.0000;2.2100;25.1500;31.3200;17.0500;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700;39.2700
59;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;31.4500;32.1900;35.1300;2.6100;42.3300;42.3300;1.5000;26.7700;25.2000;4.6700;47.0300;2.6500;47.0300;25.9800;0.5900;2.0700;29.6900;24.7000;25.7300;28.8400;41.2300;96.3800;78.3700;92.8800;70.9200;82.7800;55.3800;78.3700;40.7300;37.7200;42.8300;47.2300;32.2800;41.2700;35.1300;48.5000;49.8100;33.2500;24.8700;6.0400;2.1800;2.1800;0.6400;16.0600;4.8600;2.2100;0.0000;26.0700;33.0000;18.7300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300
60;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;52.7200;41.2200;39.0100;26.9400;41.2200;41.2200;24.5700;34.0900;32.7900;24.2500;45.8300;24.5000;45.7500;32.7200;26.0100;24.8400;33.7000;31.6400;32.8800;32.7200;39.6500;100.2900;88.2700;101.8400;77.8200;86.7200;62.2800;88.2700;39.9000;39.3500;42.9100;45.6800;34.3300;37.5400;39.0100;46.9500;48.2600;37.1900;15.2900;25.4200;27.6100;25.6500;25.6400;39.5200;27.7900;25.1500;26.0700;0.0000;51.2900;41.5100;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300;41.0300
61;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;2.1400;10.0700;23.2200;30.6700;35.0100;35.0100;32.1200;17.5900;18.7700;34.4200;37.9410;32.6700;37.8610;18.6600;32.4100;31.5500;22.3700;19.6600;18.4100;21.5200;33.9100;74.1800;48.2100;62.7200;40.3400;60.6100;24.8000;48.2100;33.4100;26.4200;28.2300;34.1100;24.9600;33.9500;23.2200;35.0700;37.0600;22.4900;37.7300;32.9900;32.9400;31.2900;33.1100;26.0100;30.8800;31.3200;33.0000;51.2900;0.0000;15.7200;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100;33.7100
62;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;14.1000;14.7700;23.0200;16.4000;34.8900;34.8900;17.8500;17.4700;18.6500;20.1500;38.2810;18.4000;38.2010;18.5400;18.1400;17.2800;22.2500;19.5400;18.2900;21.3500;33.7900;79.5400;61.0200;75.5300;53.5700;65.9700;38.0300;61.0200;33.2900;26.2200;28.0300;33.9100;24.8400;33.8300;23.0200;34.8700;36.8600;22.3800;37.6100;18.7300;18.6700;17.0200;18.8400;13.9600;16.6100;17.0500;18.7300;41.5100;15.7200;0.0000;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300;33.5300
63;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
64;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
65;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
66;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
67;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
68;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
69;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
70;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
71;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
72;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
73;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
74;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
75;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
76;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
77;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
78;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
79;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
80;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
81;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
82;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
83;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
84;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
85;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
86;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;35.1400;23.6400;18.8300;39.7600;1.5100;1.5100;39.5300;16.5100;16.2800;38.0300;6.0000;40.0800;6.0000;15.1500;40.9700;38.9600;12.5000;16.6100;15.3000;12.6900;1.9100;73.0300;58.6400;72.2100;48.1900;59.4000;32.6500;58.6400;1.4100;7.3100;8.6300;6.2000;9.5600;4.0700;18.8300;7.4700;8.7800;12.0900;29.2400;36.2000;42.2100;39.7700;41.2300;34.8900;38.6700;39.2700;41.0300;41.0300;33.7100;33.5300;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
TRAVEL TIMES
0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
