69;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.2100;78.9700;31.4600;68.2800;60.9200;33.7700;39.6700;38.6200;5.7300;41.4200;5.7100;39.5900;5.5800;39.5600;6.3700;79.2400;63.6600;28.0700;69.5000;16.5100;1.4000;11.7000;16.3000;7.1400;41.1300;54.0500;27.7000;39.1800;41.3500;78.5200;67.1500;38.6000;78.5200;25.5100;37.2300;86.8400;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
70;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.2100;78.9700;31.4600;68.2800;60.9200;33.7700;39.6700;38.6200;5.7300;41.4200;5.7100;39.5900;5.5800;39.5600;6.3700;79.2400;63.6600;28.0700;69.5000;16.5100;1.4000;11.7000;16.3000;7.1400;41.1300;54.0500;27.7000;39.1800;41.3500;78.5200;67.1500;38.6000;78.5200;25.5100;37.2300;86.8400;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
71;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.2100;78.9700;31.4600;68.2800;60.9200;33.7700;39.6700;38.6200;5.7300;41.4200;5.7100;39.5900;5.5800;39.5600;6.3700;79.2400;63.6600;28.0700;69.5000;16.5100;1.4000;11.7000;16.3000;7.1400;41.1300;54.0500;27.7000;39.1800;41.3500;78.5200;67.1500;38.6000;78.5200;25.5100;37.2300;86.8400;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
72;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.2100;78.9700;31.4600;68.2800;60.9200;33.7700;39.6700;38.6200;5.7300;41.4200;5.7100;39.5900;5.5800;39.5600;6.3700;79.2400;63.6600;28.0700;69.5000;16.5100;1.4000;11.7000;16.3000;7.1400;41.1300;54.0500;27.7000;39.1800;41.3500;78.5200;67.1500;38.6000;78.5200;25.5100;37.2300;86.8400;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
73;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.2100;78.9700;31.4600;68.2800;60.9200;33.7700;39.6700;38.6200;5.7300;41.4200;5.7100;39.5900;5.5800;39.5600;6.3700;79.2400;63.6600;28.0700;69.5000;16.5100;1.4000;11.7000;16.3000;7.1400;41.1300;54.0500;27.7000;39.1800;41.3500;78.5200;67.1500;38.6000;78.5200;25.5100;37.2300;86.8400;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
TRAVEL TIMES
0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
3;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
4;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
5;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
6;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
7;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
8;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
9;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
10;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
11;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
12;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.8000;74.3833;32.6167;63.6833;56.5667;33.6000;37.8167;38.2833;8.3833;37.0500;11.0833;38.1000;9.4167;38.3333;9.9500;77.0000;65.0833;27.4000;64.1333;21.0000;4.3333;15.2500;21.0167;10.7500;38.2833;53.8000;24.7000;35.6333;38.2333;73.2000;63.1167;36.5500;73.2000;24.6167;33.6333;81.0000;25.8667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
13;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;0.0000;48.5833;18.1333;39.1667;30.7833;30.3833;35.3000;38.3500;38.8500;32.4833;41.9500;34.3500;39.3333;35.8167;39.1833;70.2667;51.7667;23.9833;76.5167;27.7000;39.7833;38.8500;44.6667;40.6833;34.5333;43.3500;31.2333;33.0167;32.4167;47.3667;37.7167;14.6333;47.3667;18.0167;15.3333;55.1000;19.1500;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000;39.8000
14;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;48.5833;0.0000;49.1333;16.9500;28.5500;61.3833;54.5333;59.3167;73.0667;49.3667;76.5333;55.2500;73.9167;55.8167;73.7667;68.3500;55.0833;55.7167;86.6833;62.2833;74.3667;73.4333;79.2500;75.2667;52.4667;42.9500;63.9833;53.9833;49.3833;2.2500;16.4000;47.0167;2.2500;55.4000;52.7167;19.6500;50.8833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833;74.3833
15;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;18.1333;49.1333;0.0000;39.6833;28.3667;12.2500;42.2000;44.3500;36.6000;39.3833;35.0833;41.2500;36.5167;42.7167;36.9333;52.1333;39.7500;22.6500;58.3833;27.2667;32.2333;38.4167;44.2333;38.1333;41.4333;47.7167;31.3833;39.9167;39.3167;47.8833;38.2333;21.5333;47.8833;24.1333;22.2333;55.6167;19.8333;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167;32.6167
16;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;39.1667;16.9500;39.6833;0.0000;19.0333;50.7000;43.8167;48.6167;62.7333;38.6667;65.8333;44.5500;63.2167;45.1167;63.0667;65.2667;45.5667;45.0167;79.6500;51.5833;63.6667;62.7333;68.5500;64.5667;41.7833;32.2500;53.2833;43.2833;38.6833;14.7000;4.8500;36.3167;14.7000;44.7000;42.0167;22.4333;40.1833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833;63.6833
17;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;30.7833;28.5500;28.3667;19.0333;0.0000;37.7000;51.8167;56.6000;55.6167;46.6667;58.7167;52.5500;56.1000;53.1000;55.9500;57.7833;38.0833;37.9000;71.4500;44.4667;56.5500;55.6167;61.4333;57.4500;49.7667;40.2500;48.5833;51.2833;46.6833;27.6833;18.6667;34.2000;27.6833;37.5833;34.9000;31.2667;33.0667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667;56.5667
18;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;30.3833;61.3833;12.2500;50.7000;37.7000;0.0000;54.4500;53.9167;37.5833;51.6333;36.0667;53.5000;37.5000;54.9667;37.9167;47.2167;34.8333;32.8667;46.1333;36.8333;33.2167;39.4167;45.2333;39.1167;53.6833;59.9667;40.9500;51.8500;51.5667;60.1333;50.4833;33.7833;60.1333;33.7000;34.4833;66.8833;31.7500;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000;33.6000
19;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;35.3000;54.5333;42.2000;43.8167;51.8167;54.4500;0.0000;7.1167;36.8667;7.4667;41.2167;1.4333;37.3500;1.9333;37.2000;94.3333;75.8167;33.2667;91.1667;25.9667;37.8000;38.1167;43.9500;38.7000;5.5500;24.0500;16.6167;6.4833;8.4500;54.3167;44.6667;31.9667;54.3167;25.4000;19.9667;62.0500;32.2000;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167;37.8167
20;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.3500;59.3167;44.3500;48.6167;56.6000;53.9167;7.1167;0.0000;37.3333;11.0000;41.6833;8.5500;37.8167;9.0500;37.6667;96.2667;79.3500;33.7333;91.6333;26.4333;38.2667;37.5000;40.3167;39.1667;10.0833;27.5833;17.0833;10.0667;11.9833;57.8500;48.2000;35.5000;57.8500;29.2333;23.5000;65.5833;32.6667;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833;38.2833
21;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;38.8500;73.0667;36.6000;62.7333;55.6167;37.5833;36.8667;37.3333;0.0000;33.6000;15.1000;35.4667;4.6667;37.6000;2.2333;75.7333;63.3500;24.6000;60.9500;19.0333;8.4167;15.3667;20.2667;3.7333;35.8167;50.1833;22.1833;33.0833;34.5833;70.8167;61.1667;34.3333;70.8167;21.9333;31.4167;78.5500;23.5333;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833;8.3833
22;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;32.4833;49.3667;39.3833;38.6667;46.6667;51.6333;7.4667;11.0000;33.6000;0.0000;40.4500;7.1167;36.5833;7.6833;35.8333;91.5167;73.1333;32.0000;90.4000;25.2000;37.0333;37.3500;43.1667;37.3333;4.3500;17.8167;15.8500;5.8500;2.1333;48.0833;38.4333;29.2833;48.0833;22.7167;17.2833;55.8167;30.9333;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500;37.0500
23;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;41.9500;76.5333;35.0833;65.8333;58.7167;36.0667;41.2167;41.6833;15.1000;40.4500;0.0000;39.8000;15.9167;41.9667;15.4833;77.4000;65.0167;28.0667;68.9333;18.7833;8.3500;9.5667;15.3833;16.9833;40.1833;54.5167;26.5167;37.4500;38.9500;74.2833;64.6333;37.8000;74.2833;25.4000;34.8833;82.0167;27.0000;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833;11.0833
24;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;34.3500;55.2500;41.2500;44.5500;52.5500;53.5000;1.4333;8.5500;35.4667;7.1167;39.8000;0.0000;37.6333;2.2333;37.4833;93.3833;76.1000;33.5500;91.4500;26.2500;38.0833;38.4000;44.2167;38.9833;6.4333;24.3333;16.9000;6.7667;8.7333;54.6000;44.9500;32.2500;54.6000;25.6833;20.2500;62.3333;32.4833;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000;38.1000
25;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;39.3333;73.9167;36.5167;63.2167;56.1000;37.5000;37.3500;37.8167;4.6667;36.5833;15.9167;37.6333;0.0000;39.2833;5.1833;77.7167;65.3333;26.6500;62.9333;21.0833;10.2667;17.2167;22.3167;6.6833;37.8833;52.2667;24.2333;35.1333;36.6333;72.8667;63.2167;36.3833;72.8667;23.9833;33.4667;80.6000;25.5833;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167;9.4167
26;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;35.8167;55.8167;42.7167;45.1167;53.1000;54.9667;1.9333;9.0500;37.6000;7.6833;41.9667;2.2333;39.2833;0.0000;37.7167;94.8500;76.3333;33.7833;91.6833;26.4833;38.3167;38.6333;44.4500;39.2167;6.6667;24.5667;17.1333;7.0000;8.9667;54.8333;45.1833;32.4833;54.8333;25.9167;20.4833;62.5667;32.7167;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333;38.3333
27;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;39.1833;73.7667;36.9333;63.0667;55.9500;37.9167;37.2000;37.6667;2.2333;35.8333;15.4833;37.4833;5.1833;37.7167;0.0000;75.8667;63.4833;26.1667;61.0833;20.6000;9.9833;16.9333;21.8333;3.8667;37.3833;51.7833;23.7500;34.6500;36.1500;72.3833;62.7333;35.9000;72.3833;23.5000;32.9833;80.1167;25.1000;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500;9.9500
28;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;70.2667;68.3500;52.1333;65.2667;57.7833;47.2167;94.3333;96.2667;75.7333;91.5167;77.4000;93.3833;77.7167;94.8500;75.8667;0.0000;31.3667;72.7333;36.0167;77.3500;76.6167;82.8167;88.6333;74.5167;93.5667;90.0167;81.4667;92.0500;91.4500;66.1000;66.2333;73.6667;66.1000;74.2167;74.3667;50.3167;71.6167;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000;77.0000
29;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;51.7667;55.0833;39.7500;45.5667;38.0833;34.8333;75.8167;79.3500;63.3500;73.1333;65.0167;76.1000;65.3333;76.3333;63.4833;31.3667;0.0000;59.3500;42.2833;65.4833;64.7500;70.9500;76.7667;62.6500;75.5500;70.8000;69.6000;74.0333;73.4333;54.9833;47.0167;55.6500;54.9833;59.0333;56.3500;49.0167;54.5167;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833;65.0833
30;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;23.9833;55.7167;22.6500;45.0167;37.9000;32.8667;33.2667;33.7333;24.6000;32.0000;28.0667;33.5500;26.6500;33.7833;26.1667;72.7333;59.3500;0.0000;73.1667;15.3000;27.3833;26.4500;32.2667;28.2833;33.0833;45.7167;19.4167;30.3167;31.8167;54.9500;45.3000;24.5667;54.9500;12.1667;21.6500;62.6833;6.3167;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000;27.4000
31;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;76.5167;86.6833;58.3833;79.6500;71.4500;46.1333;91.1667;91.6333;60.9500;90.4000;68.9333;91.4500;62.9333;91.6833;61.0833;36.0167;42.2833;73.1667;0.0000;73.0333;64.9833;71.9333;77.1000;59.7500;90.8167;103.8833;77.1500;88.0500;89.5500;84.4333;80.8167;79.9167;84.4333;69.9000;79.3833;73.4167;71.5000;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333;64.1333
