60;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
61;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
62;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
63;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
64;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
65;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
66;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
67;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
68;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
69;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
70;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
71;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
72;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
73;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
74;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
75;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
76;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
77;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
78;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
79;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
80;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
81;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
82;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
83;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.4900;21.1200;55.1700;34.9700;24.9700;22.4400;42.7300;20.5800;22.7000;40.0100;8.8300;46.9600;56.0700;7.7800;15.7700;1.3500;45.2600;6.4600;15.2500;41.7900;40.0000;37.1800;37.1800;1.8300;4.7900;68.5600;65.2200;81.5600;11.2000;23.0800;14.2200;12.9200;8.0300;16.3200;18.7400;4.0700;11.8100;39.3300;49.5700;38.1200;68.9600;31.9100;36.3300;30.3100;77.9700;32.7000;26.9000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
TRAVEL TIMES
0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
1;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
2;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
3;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
4;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
5;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
6;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
7;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
8;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.1333;21.7833;54.8000;36.0667;24.7667;30.4167;49.2500;20.2500;24.2667;39.4500;11.3500;46.7000;52.4667;9.4167;20.6667;4.3500;40.7667;9.1500;17.7667;40.4000;37.7833;33.5333;33.5333;5.7000;7.2167;60.4000;57.0333;69.6000;14.5667;24.5167;15.9167;16.0167;10.9500;19.8833;21.1667;8.4167;14.4167;34.6667;48.0000;38.3333;66.6833;31.8333;37.5500;31.9333;70.6000;33.9167;26.6833;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
