Pillac_TRSP_U6

INFO
CREW COUNT  SKILLS    TOOLS   SPARE PARTS
       18        0        0             0

DEPOT TECHNICIANS AND REQUESTS
ID           X        Y     TWS     TWE    Serv     SKILLS   TOOLS    SPARE PARTS
0          0.0      0.0   420.0  1140.0     0.0 	[] 	[] 	[]
7;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
8;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
9;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
10;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
11;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
12;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
13;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
14;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
16;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
17;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
18;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;25.3833;17.8000;22.5333;17.2333;11.4333;30.2833;19.2167;18.1500;20.9833;11.4167;9.9667;8.1500;23.4667;12.5833;21.3000;19.2500;23.6333;21.8333;26.0667;24.1000;11.9667;25.3333;21.3333;15.1667;18.9667;17.0000;6.7167;21.4500;14.1667;16.3500;16.9000;14.5167;3.1333;24.4333;10.4667;12.3000;16.8500;28.0333;25.5500;14.2500;15.1667;14.7167;15.0500;21.9000;15.4500;18.4167;15.5167;14.2167;28.0333;18.0167;17.2500;28.0500;17.9667;15.4833;14.2667;5.0833;10.8833;24.6333;10.7000;22.9667;17.5000;17.4667;20.4000;27.3333;22.1167;14.5000;17.9000;11.2000;15.4000;15.7333;22.4000;16.4833;15.1000;16.5333;16.0667;17.7667;17.2333;20.8833;16.3500;25.5667;16.9833;18.7167;22.3333;18.7167;18.7167;18.7167;14.8667;20.0833;21.3833;18.4333;14.3167;14.7333;16.2500;13.0500;7.3500;15.3667;17.4333;15.3167;17.1500;15.4167;20.9167;10.2500;19.8833;8.4000;13.8500;14.7500;18.0167;12.2667;14.3333;17.8167;17.2000;10.0333;10.7167;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
19;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;0.0000;17.4333;12.7833;18.1500;25.4833;21.4500;15.3833;16.1667;12.8000;21.6167;28.6667;24.4000;9.4167;18.4167;9.5667;16.2500;13.4667;17.7333;16.4500;10.4000;24.3500;15.7167;9.6000;25.3167;20.2500;21.1167;23.5333;11.6500;24.6333;17.5000;32.4833;23.2167;26.4500;14.8167;23.0333;21.5333;16.7500;18.4167;13.3333;20.2000;18.5833;20.6667;18.8333;7.8500;23.8833;13.6500;18.3000;23.9333;18.4167;15.2667;19.4667;22.4333;13.7000;17.6500;20.2667;22.4333;21.0833;11.7333;20.9000;14.5833;17.9333;24.0833;16.1333;4.6333;16.9000;20.6333;20.0667;20.4333;19.5167;20.5500;11.6500;16.7833;16.1500;16.8333;21.7833;17.4667;17.6833;17.0667;22.6833;11.3333;19.5333;14.6333;13.2667;14.6333;14.6333;14.6333;17.9000;22.8833;7.3333;16.7000;19.9667;21.1667;22.2833;18.4833;26.3833;21.9500;16.0000;19.2333;21.2667;17.2833;6.6833;22.8167;22.0500;25.8500;17.3667;19.7000;16.1167;21.9667;20.1500;17.4167;16.8833;20.5000;20.9167;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833;25.3833
20;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.4333;0.0000;19.2833;5.9667;14.7333;27.8167;8.0667;6.4500;14.4167;11.0167;21.0667;13.5500;15.3000;9.6667;16.3000;6.2833;12.4833;12.0500;22.8167;15.0667;13.6000;22.0833;16.3333;15.0500;7.8833;10.6333;14.8667;12.2833;14.3667;6.6500;27.3500;14.4667;18.8500;21.1833;11.1667;11.5167;6.1000;24.7833;22.3000;8.9500;8.1000;12.0667;9.8833;14.2333;14.1000;6.3833;10.0167;15.1833;24.7833;4.9333;7.1000;28.8000;5.8667;8.9000;7.9000;14.8000;9.4167;21.3833;10.3333;13.3000;5.5667;15.3333;7.2667;20.1667;13.9833;11.8833;11.3167;10.6333;9.0333;8.1833;15.7667;8.5000;7.8667;8.5500;13.5000;9.1833;9.4000;10.3500;13.9833;17.6333;11.2500;5.3167;11.8167;5.3167;5.3167;5.3167;9.6167;12.5000;12.6667;7.1833;8.5833;12.2000;13.5333;6.1167;18.7833;13.2000;6.7833;8.9500;10.7833;8.5333;15.6833;11.8500;12.9167;18.8000;6.8833;9.0167;7.1833;9.9833;11.8667;4.7500;4.5167;9.6333;10.3167;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000;17.8000
21;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;12.7833;19.2833;0.0000;22.8833;27.1833;15.1500;19.8500;20.9000;15.0500;26.0833;27.8333;23.5667;14.1500;22.8833;13.2167;20.7167;18.2000;20.7500;10.1500;15.1333;27.3833;9.4167;13.2500;29.9333;24.7167;25.5833;22.7000;16.3833;29.2333;21.9667;31.6500;27.6833;25.6167;7.0333;25.9833;26.0000;21.4833;12.1167;9.6333;24.9333;23.0500;25.1333;23.3000;12.5833;28.3500;18.1167;23.0333;28.4000;12.1167;19.7333;23.9333;19.2500;18.1667;22.1167;24.7333;21.6000;25.5500;3.4333;25.3667;19.3167;22.4000;28.5500;20.6000;13.0333;19.9167;25.1000;24.5333;24.9000;23.9833;25.0167;14.6167;21.5167;20.8833;21.5667;26.5167;22.2000;22.4167;21.2000;27.1500;16.2500;24.2667;19.1000;18.0000;19.1000;19.1000;19.1000;22.6333;27.3500;12.0667;21.4333;24.7000;25.6333;26.7500;22.9500;25.5500;26.4167;20.7333;23.7000;25.7333;21.7500;11.6000;25.6667;26.5167;25.0167;21.8333;24.4333;20.8500;26.4333;24.8833;21.8833;21.3500;24.9667;25.3833;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333;22.5333
22;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;18.1500;5.9667;22.8833;0.0000;12.8000;28.7000;9.5833;2.8667;10.8333;9.0833;21.3000;11.6167;12.2333;9.9000;12.7167;7.8000;10.6667;8.4667;24.1833;11.4833;11.6667;23.4500;12.7500;16.4167;8.5833;13.3500;12.9333;8.7000;15.7333;9.7333;28.0167;14.7000;17.5333;22.5500;9.2333;9.5833;2.5167;26.1500;23.6667;6.9500;10.8167;12.1500;10.3167;12.4000;15.3667;7.9000;6.4333;15.4167;26.1500;7.5500;6.0167;30.1667;7.3833;9.1333;5.9667;12.8667;7.4833;22.7500;8.4000;9.7167;3.1833;15.5667;8.7833;20.4167;10.4000;12.1167;11.5500;8.7000;11.3833;7.0500;12.1833;4.9167;4.2833;4.9667;9.9167;5.6000;5.8167;6.7667;13.2000;14.5667;7.6667;6.8333;10.4667;6.8333;6.8333;6.8333;6.0333;14.7833;11.7167;3.6000;6.5833;11.5333;13.7667;4.1833;19.0167;13.4333;3.2000;10.7167;13.5000;8.7667;13.8500;9.9167;13.5333;19.0333;9.6000;7.0167;3.6000;8.0500;8.2833;8.2667;4.7500;7.7000;8.3833;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333;17.2333
