 Data of New LSVRP No. [1] with 240 Customers

 Vehicle capacity = 550      Route-length Limit = 650

 Point   --- x ---   --- y ---   ---q---
  246    -11.0000      6.0000     25.0000
  247     -9.0000      6.0000     27.0000
  248     -7.0000      6.0000     29.0000
  249     -5.0000      6.0000     31.0000
  250     -3.0000      6.0000     33.0000
  251     -1.0000      6.0000     36.0000
  252      1.0000      6.0000     36.0000
  253      3.0000      6.0000     33.0000
  254      5.0000      6.0000     31.0000
  255      7.0000      6.0000     29.0000
  256      9.0000      6.0000     27.0000
  257     11.0000      6.0000     25.0000
  258    -10.0000      7.0000     25.0000
  259     -8.0000      7.0000     27.0000
  260     -6.0000      7.0000     29.0000
  261     -4.0000      7.0000     31.0000
  262     -2.0000      7.0000     33.0000
  263       .0000      7.0000     36.0000
  264      2.0000      7.0000     33.0000
  265      4.0000      7.0000     31.0000
  266      6.0000      7.0000     29.0000
  267      8.0000      7.0000     27.0000
  268     10.0000      7.0000     25.0000
  269     -9.0000      8.0000     25.0000
  270     -7.0000      8.0000     27.0000
  271     -5.0000      8.0000     29.0000
  272     -3.0000      8.0000     31.0000
  273     -1.0000      8.0000     33.0000
  274      1.0000      8.0000     33.0000
  275      3.0000      8.0000     31.0000
  276      5.0000      8.0000     29.0000
  277      7.0000      8.0000     27.0000
  278      9.0000      8.0000     25.0000
  279     -8.0000      9.0000     25.0000
  280     -6.0000      9.0000     27.0000
  281     -4.0000      9.0000     29.0000
  282     -2.0000      9.0000     31.0000
  283       .0000      9.0000     33.0000
  284      2.0000      9.0000     31.0000
  285      4.0000      9.0000     29.0000
  286      6.0000      9.0000     27.0000
  287      8.0000      9.0000     25.0000
  288     -7.0000     10.0000     25.0000
  289     -5.0000     10.0000     27.0000
  290     -3.0000     10.0000     29.0000
  291     -1.0000     10.0000     31.0000
  292      1.0000     10.0000     31.0000
  293      3.0000     10.0000     29.0000
  294      5.0000     10.0000     27.0000
  295      7.0000     10.0000     25.0000
  296     -6.0000     11.0000     25.0000
  297     -4.0000     11.0000     27.0000
  298     -2.0000     11.0000     29.0000
  299       .0000     11.0000     31.0000
  300      2.0000     11.0000     29.0000
  301      4.0000     11.0000     27.0000
  302      6.0000     11.0000     25.0000
  303     -5.0000     12.0000     25.0000
  304     -3.0000     12.0000     27.0000
  305     -1.0000     12.0000     29.0000
  306      1.0000     12.0000     29.0000
  307      3.0000     12.0000     27.0000
  308      5.0000     12.0000     25.0000
  309     -4.0000     13.0000     25.0000
  310     -2.0000     13.0000     27.0000
  311       .0000     13.0000     29.0000
  312      2.0000     13.0000     27.0000
  313      4.0000     13.0000     25.0000
  314     -3.0000     14.0000     25.0000
  315     -1.0000     14.0000     27.0000
  316      1.0000     14.0000     27.0000
  317      3.0000     14.0000     25.0000
  318     -2.0000     15.0000     25.0000
  319       .0000     15.0000     27.0000
  320      2.0000     15.0000     25.0000
  321     -1.0000     16.0000     25.0000
  322      1.0000     16.0000     25.0000
  323       .0000     17.0000     25.0000
depot       .0000    -17.0000       .0000

XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX


 Data of New LSVRP No. [11] with 399 Customers
 Vehicle capacity = 1000      Route-length Limit = Infinity 
 Point   --- x ---   --- y ---   ---q---
    1     -1.0000    -18.0000    300.0000
    2      1.0000    -18.0000    300.0000
    3     -2.0000    -17.0000    180.0000
    4       .0000    -17.0000    300.0000
    5      2.0000    -17.0000    180.0000
    6     -3.0000    -16.0000    128.0000
    7     -1.0000    -16.0000    180.0000
    8      1.0000    -16.0000    180.0000
    9      3.0000    -16.0000    128.0000
   10     -4.0000    -15.0000    100.0000
   11     -2.0000    -15.0000    128.0000
   12       .0000    -15.0000    180.0000
   13      2.0000    -15.0000    128.0000
   14      4.0000    -15.0000    100.0000
   15     -5.0000    -14.0000     81.0000
   16     -3.0000    -14.0000    100.0000
   17     -1.0000    -14.0000    128.0000
   18      1.0000    -14.0000    128.0000
   19      3.0000    -14.0000    100.0000
   20      5.0000    -14.0000     81.0000
   21     -6.0000    -13.0000     69.0000
   22     -4.0000    -13.0000     81.0000
   23     -2.0000    -13.0000    100.0000
   24       .0000    -13.0000    128.0000
   25      2.0000    -13.0000    100.0000
   26      4.0000    -13.0000     81.0000
   27      6.0000    -13.0000     69.0000
   28     -7.0000    -12.0000     60.0000
   29     -5.0000    -12.0000     69.0000
   30     -3.0000    -12.0000     81.0000
   31     -1.0000    -12.0000    100.0000
   32      1.0000    -12.0000    100.0000
   33      3.0000    -12.0000     81.0000
   34      5.0000    -12.0000     69.0000
   35      7.0000    -12.0000     60.0000
   36     -8.0000    -11.0000     52.0000
   37     -6.0000    -11.0000     60.0000
   38     -4.0000    -11.0000     69.0000
   39     -2.0000    -11.0000     81.0000
   40       .0000    -11.0000    100.0000
   41      2.0000    -11.0000     81.0000
   42      4.0000    -11.0000     69.0000
   43      6.0000    -11.0000     60.0000
   44      8.0000    -11.0000     52.0000
   45     -9.0000    -10.0000     47.0000
   46     -7.0000    -10.0000     52.0000
   47     -5.0000    -10.0000     60.0000
   48     -3.0000    -10.0000     69.0000
   49     -1.0000    -10.0000     81.0000
   50      1.0000    -10.0000     81.0000
   51      3.0000    -10.0000     69.0000
   52      5.0000    -10.0000     60.0000
   53      7.0000    -10.0000     52.0000
   54      9.0000    -10.0000     47.0000
   55    -10.0000     -9.0000     42.0000
   56     -8.0000     -9.0000     47.0000
   57     -6.0000     -9.0000     52.0000
   58     -4.0000     -9.0000     60.0000
   59     -2.0000     -9.0000     69.0000
   60       .0000     -9.0000     81.0000
   61      2.0000     -9.0000     69.0000
   62      4.0000     -9.0000     60.0000
   63      6.0000     -9.0000     52.0000
   64      8.0000     -9.0000     47.0000
   65     10.0000     -9.0000     42.0000
   66    -11.0000     -8.0000     39.0000
   67     -9.0000     -8.0000     42.0000
   68     -7.0000     -8.0000     47.0000
   69     -5.0000     -8.0000     52.0000
   70     -3.0000     -8.0000     60.0000
   71     -1.0000     -8.0000     69.0000
   72      1.0000     -8.0000     69.0000
   73      3.0000     -8.0000     60.0000
   74      5.0000     -8.0000     52.0000
   75      7.0000     -8.0000     47.0000
   76      9.0000     -8.0000     42.0000
   77     11.0000     -8.0000     39.0000
   78    -12.0000     -7.0000     36.0000
   79    -10.0000     -7.0000     39.0000
   80     -8.0000     -7.0000     42.0000
   81     -6.0000     -7.0000     47.0000
   82     -4.0000     -7.0000     52.0000
   83     -2.0000     -7.0000     60.0000
   84       .0000     -7.0000     69.0000
   85      2.0000     -7.0000     60.0000
   86      4.0000     -7.0000     52.0000
   87      6.0000     -7.0000     47.0000
   88      8.0000     -7.0000     42.0000
   89     10.0000     -7.0000     39.0000
   90     12.0000     -7.0000     36.0000
   91    -13.0000     -6.0000     33.0000
   92    -11.0000     -6.0000     36.0000
   93     -9.0000     -6.0000     39.0000
   94     -7.0000     -6.0000     42.0000
   95     -5.0000     -6.0000     47.0000
   96     -3.0000     -6.0000     52.0000
   97     -1.0000     -6.0000     60.0000
   98      1.0000     -6.0000     60.0000
   99      3.0000     -6.0000     52.0000
  100      5.0000     -6.0000     47.0000
  101      7.0000     -6.0000     42.0000
  102      9.0000     -6.0000     39.0000
  103     11.0000     -6.0000     36.0000
  104     13.0000     -6.0000     33.0000
  105    -14.0000     -5.0000     31.0000
  106    -12.0000     -5.0000     33.0000
  107    -10.0000     -5.0000     36.0000
  108     -8.0000     -5.0000     39.0000
  109     -6.0000     -5.0000     42.0000
  110     -4.0000     -5.0000     47.0000
  111     -2.0000     -5.0000     52.0000
  112       .0000     -5.0000     60.0000
  113      2.0000     -5.0000     52.0000
  114      4.0000     -5.0000     47.0000
  115      6.0000     -5.0000     42.0000
  116      8.0000     -5.0000     39.0000
  117     10.0000     -5.0000     36.0000
  118     12.0000     -5.0000     33.0000
  119     14.0000     -5.0000     31.0000
  120    -15.0000     -4.0000     29.0000
  121    -13.0000     -4.0000     31.0000
  122    -11.0000     -4.0000     33.0000
  123     -9.0000     -4.0000     36.0000
  124     -7.0000     -4.0000     39.0000
  125     -5.0000     -4.0000     42.0000
  126     -3.0000     -4.0000     47.0000
  127     -1.0000     -4.0000     52.0000
  128      1.0000     -4.0000     52.0000
  129      3.0000     -4.0000     47.0000
  130      5.0000     -4.0000     42.0000
  131      7.0000     -4.0000     39.0000
  132      9.0000     -4.0000     36.0000
  133     11.0000     -4.0000     33.0000
  134     13.0000     -4.0000     31.0000
  135     15.0000     -4.0000     29.0000
  136    -16.0000     -3.0000     27.0000
  137    -14.0000     -3.0000     29.0000
  138    -12.0000     -3.0000     31.0000
  139    -10.0000     -3.0000     33.0000
  140     -8.0000     -3.0000     36.0000
  141     -6.0000     -3.0000     39.0000
  142     -4.0000     -3.0000     42.0000
  143     -2.0000     -3.0000     47.0000
  144       .0000     -3.0000     52.0000
  145      2.0000     -3.0000     47.0000
  146      4.0000     -3.0000     42.0000
  147      6.0000     -3.0000     39.0000
  148      8.0000     -3.0000     36.0000
  149     10.0000     -3.0000     33.0000
  150     12.0000     -3.0000     31.0000
  151     14.0000     -3.0000     29.0000
  152     16.0000     -3.0000     27.0000
  153    -17.0000     -2.0000     25.0000
  154    -15.0000     -2.0000     27.0000
  155    -13.0000     -2.0000     29.0000
  156    -11.0000     -2.0000     31.0000
  157     -9.0000     -2.0000     33.0000
  158     -7.0000     -2.0000     36.0000
  159     -5.0000     -2.0000     39.0000
  160     -3.0000     -2.0000     42.0000
  161     -1.0000     -2.0000     47.0000
  162      1.0000     -2.0000     47.0000
  163      3.0000     -2.0000     42.0000
  164      5.0000     -2.0000     39.0000
  165      7.0000     -2.0000     36.0000
  166      9.0000     -2.0000     33.0000
  167     11.0000     -2.0000     31.0000
  168     13.0000     -2.0000     29.0000
  169     15.0000     -2.0000     27.0000
  170     17.0000     -2.0000     25.0000
  171    -18.0000     -1.0000     24.0000
  172    -16.0000     -1.0000     25.0000
  173    -14.0000     -1.0000     27.0000
  174    -12.0000     -1.0000     29.0000
  175    -10.0000     -1.0000     31.0000
  176     -8.0000     -1.0000     33.0000
  177     -6.0000     -1.0000     36.0000
  178     -4.0000     -1.0000     39.0000
  179     -2.0000     -1.0000     42.0000
  180       .0000     -1.0000     47.0000
  181      2.0000     -1.0000     42.0000
  182      4.0000     -1.0000     39.0000
  183      6.0000     -1.0000     36.0000
  184      8.0000     -1.0000     33.0000
  185     10.0000     -1.0000     31.0000
  186     12.0000     -1.0000     29.0000
  187     14.0000     -1.0000     27.0000
  188     16.0000     -1.0000     25.0000
  189     18.0000     -1.0000     24.0000
  190    -19.0000       .0000     23.0000
  191    -17.0000       .0000     24.0000
  192    -15.0000       .0000     25.0000
  193    -13.0000       .0000     27.0000
  194    -11.0000       .0000     29.0000
  195     -9.0000       .0000     31.0000
  196     -7.0000       .0000     33.0000
  197     -5.0000       .0000     36.0000
  198     -3.0000       .0000     39.0000
  199     -1.0000       .0000     42.0000
  200      1.0000       .0000     42.0000
  201      3.0000       .0000     39.0000
  202      5.0000       .0000     36.0000
  203      7.0000       .0000     33.0000
  204      9.0000       .0000     31.0000
  205     11.0000       .0000     29.0000
  206     13.0000       .0000     27.0000
  207     15.0000       .0000     25.0000
  208     17.0000       .0000     24.0000
  209     19.0000       .0000     23.0000
  210    -18.0000      1.0000     23.0000
  211    -16.0000      1.0000     24.0000
  212    -14.0000      1.0000     25.0000
  213    -12.0000      1.0000     27.0000
  214    -10.0000      1.0000     29.0000
  215     -8.0000      1.0000     31.0000
  216     -6.0000      1.0000     33.0000
  217     -4.0000      1.0000     36.0000
  218     -2.0000      1.0000     39.0000
  219       .0000      1.0000     42.0000
  220      2.0000      1.0000     39.0000
  221      4.0000      1.0000     36.0000
  222      6.0000      1.0000     33.0000
  223      8.0000      1.0000     31.0000
  224     10.0000      1.0000     29.0000
  225     12.0000      1.0000     27.0000
  226     14.0000      1.0000     25.0000
  227     16.0000      1.0000     24.0000
  228     18.0000      1.0000     23.0000
  229    -17.0000      2.0000     23.0000
  230    -15.0000      2.0000     24.0000
  231    -13.0000      2.0000     25.0000
  232    -11.0000      2.0000     27.0000
  233     -9.0000      2.0000     29.0000
  234     -7.0000      2.0000     31.0000
  235     -5.0000      2.0000     33.0000
  236     -3.0000      2.0000     36.0000
  237     -1.0000      2.0000     39.0000
  238      1.0000      2.0000     39.0000
  239      3.0000      2.0000     36.0000
  240      5.0000      2.0000     33.0000
  241      7.0000      2.0000     31.0000
  242      9.0000      2.0000     29.0000
  243     11.0000      2.0000     27.0000
  244     13.0000      2.0000     25.0000
  245     15.0000      2.0000     24.0000
  246     17.0000      2.0000     23.0000
  247    -16.0000      3.0000     23.0000
  248    -14.0000      3.0000     24.0000
  249    -12.0000      3.0000     25.0000
  250    -10.0000      3.0000     27.0000
  251     -8.0000      3.0000     29.0000
  252     -6.0000      3.0000     31.0000
  253     -4.0000      3.0000     33.0000
  254     -2.0000      3.0000     36.0000
  255       .0000      3.0000     39.0000
  256      2.0000      3.0000     36.0000
  257      4.0000      3.0000     33.0000
  258      6.0000      3.0000     31.0000
  259      8.0000      3.0000     29.0000
  260     10.0000      3.0000     27.0000
  261     12.0000      3.0000     25.0000
  262     14.0000      3.0000     24.0000
  263     16.0000      3.0000     23.0000
  264    -15.0000      4.0000     23.0000
  265    -13.0000      4.0000     24.0000
  266    -11.0000      4.0000     25.0000
  267     -9.0000      4.0000     27.0000
  268     -7.0000      4.0000     29.0000
  269     -5.0000      4.0000     31.0000
  270     -3.0000      4.0000     33.0000
  271     -1.0000      4.0000     36.0000
  272      1.0000      4.0000     36.0000
  273      3.0000      4.0000     33.0000
  274      5.0000      4.0000     31.0000
  275      7.0000      4.0000     29.0000
  276      9.0000      4.0000     27.0000
  277     11.0000      4.0000     25.0000
  278     13.0000      4.0000     24.0000
  279     15.0000      4.0000     23.0000
  280    -14.0000      5.0000     23.0000
  281    -12.0000      5.0000     24.0000
  282    -10.0000      5.0000     25.0000
  283     -8.0000      5.0000     27.0000
  284     -6.0000      5.0000     29.0000
  285     -4.0000      5.0000     31.0000
  286     -2.0000      5.0000     33.0000
  287       .0000      5.0000     36.0000
  288      2.0000      5.0000     33.0000
  289      4.0000      5.0000     31.0000
  290      6.0000      5.0000     29.0000
  291      8.0000      5.0000     27.0000
  292     10.0000      5.0000     25.0000
  293     12.0000      5.0000     24.0000
  294     14.0000      5.0000     23.0000
  295    -13.0000      6.0000     23.0000
  296    -11.0000      6.0000     24.0000
  297     -9.0000      6.0000     25.0000
  298     -7.0000      6.0000     27.0000
  299     -5.0000      6.0000     29.0000
  300     -3.0000      6.0000     31.0000
  301     -1.0000      6.0000     33.0000
  302      1.0000      6.0000     33.0000
  303      3.0000      6.0000     31.0000
  304      5.0000      6.0000     29.0000
  305      7.0000      6.0000     27.0000
  306      9.0000      6.0000     25.0000
  307     11.0000      6.0000     24.0000
  308     13.0000      6.0000     23.0000
  309    -12.0000      7.0000     23.0000
  310    -10.0000      7.0000     24.0000
  311     -8.0000      7.0000     25.0000
  312     -6.0000      7.0000     27.0000
  313     -4.0000      7.0000     29.0000
  314     -2.0000      7.0000     31.0000
  315       .0000      7.0000     33.0000
  316      2.0000      7.0000     31.0000
  317      4.0000      7.0000     29.0000
  318      6.0000      7.0000     27.0000
  319      8.0000      7.0000     25.0000
  320     10.0000      7.0000     24.0000
  321     12.0000      7.0000     23.0000
  322    -11.0000      8.0000     23.0000
  323     -9.0000      8.0000     24.0000
  324     -7.0000      8.0000     25.0000
  325     -5.0000      8.0000     27.0000
  326     -3.0000      8.0000     29.0000
  327     -1.0000      8.0000     31.0000
  328      1.0000      8.0000     31.0000
  329      3.0000      8.0000     29.0000
  330      5.0000      8.0000     27.0000
  331      7.0000      8.0000     25.0000
  332      9.0000      8.0000     24.0000
  333     11.0000      8.0000     23.0000
  334    -10.0000      9.0000     23.0000
  335     -8.0000      9.0000     24.0000
  336     -6.0000      9.0000     25.0000
  337     -4.0000      9.0000     27.0000
  338     -2.0000      9.0000     29.0000
  339       .0000      9.0000     31.0000
  340      2.0000      9.0000     29.0000
  341      4.0000      9.0000     27.0000
  342      6.0000      9.0000     25.0000
  343      8.0000      9.0000     24.0000
  344     10.0000      9.0000     23.0000
  345     -9.0000     10.0000     23.0000
  346     -7.0000     10.0000     24.0000
  347     -5.0000     10.0000     25.0000
  348     -3.0000     10.0000     27.0000
  349     -1.0000     10.0000     29.0000
  350      1.0000     10.0000     29.0000
  351      3.0000     10.0000     27.0000
  352      5.0000     10.0000     25.0000
  353      7.0000     10.0000     24.0000
  354      9.0000     10.0000     23.0000
  355     -8.0000     11.0000     23.0000
  356     -6.0000     11.0000     24.0000
  357     -4.0000     11.0000     25.0000
  358     -2.0000     11.0000     27.0000
  359       .0000     11.0000     29.0000
  360      2.0000     11.0000     27.0000
  361      4.0000     11.0000     25.0000
  362      6.0000     11.0000     24.0000
  363      8.0000     11.0000     23.0000
  364     -7.0000     12.0000     23.0000
  365     -5.0000     12.0000     24.0000
  366     -3.0000     12.0000     25.0000
  367     -1.0000     12.0000     27.0000
  368      1.0000     12.0000     27.0000
  369      3.0000     12.0000     25.0000
  370      5.0000     12.0000     24.0000
  371      7.0000     12.0000     23.0000
  372     -6.0000     13.0000     23.0000
  373     -4.0000     13.0000     24.0000
  374     -2.0000     13.0000     25.0000
  375       .0000     13.0000     27.0000
  376      2.0000     13.0000     25.0000
  377      4.0000     13.0000     24.0000
  378      6.0000     13.0000     23.0000
  379     -5.0000     14.0000     23.0000
  380     -3.0000     14.0000     24.0000
  381     -1.0000     14.0000     25.0000
  382      1.0000     14.0000     25.0000
  383      3.0000     14.0000     24.0000
  384      5.0000     14.0000     23.0000
  385     -4.0000     15.0000     23.0000
  386     -2.0000     15.0000     24.0000
  387       .0000     15.0000     25.0000
  388      2.0000     15.0000     24.0000
  389      4.0000     15.0000     23.0000
  390     -3.0000     16.0000     23.0000
  391     -1.0000     16.0000     24.0000
  392      1.0000     16.0000     24.0000
  393      3.0000     16.0000     23.0000
  394     -2.0000     17.0000     23.0000
  395       .0000     17.0000     24.0000
  396      2.0000     17.0000     23.0000
  397     -1.0000     18.0000     23.0000
  398      1.0000     18.0000     23.0000
  399       .0000     19.0000     23.0000
depot       .0000    -19.0000       .0000

XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX


 Data of New LSVRP No. [12] with 483 Customers
 Vehicle capacity = 1000      Route-length Limit = Infinity 
 Point   --- x ---   --- y ---   ---q---
    1     -1.0000    -20.0000    300.0000
    2      1.0000    -20.0000    300.0000
    3     -2.0000    -19.0000    180.0000
    4       .0000    -19.0000    300.0000
    5      2.0000    -19.0000    180.0000
    6     -3.0000    -18.0000    128.0000
    7     -1.0000    -18.0000    180.0000
    8      1.0000    -18.0000    180.0000
    9      3.0000    -18.0000    128.0000
   10     -4.0000    -17.0000    100.0000
   11     -2.0000    -17.0000    128.0000
   12       .0000    -17.0000    180.0000
   13      2.0000    -17.0000    128.0000
   14      4.0000    -17.0000    100.0000
   15     -5.0000    -16.0000     81.0000
   16     -3.0000    -16.0000    100.0000
   17     -1.0000    -16.0000    128.0000
   18      1.0000    -16.0000    128.0000
   19      3.0000    -16.0000    100.0000
   20      5.0000    -16.0000     81.0000
   21     -6.0000    -15.0000     69.0000
   22     -4.0000    -15.0000     81.0000
   23     -2.0000    -15.0000    100.0000
   24       .0000    -15.0000    128.0000
   25      2.0000    -15.0000    100.0000
   26      4.0000    -15.0000     81.0000
   27      6.0000    -15.0000     69.0000
   28     -7.0000    -14.0000     60.0000
   29     -5.0000    -14.0000     69.0000
   30     -3.0000    -14.0000     81.0000
   31     -1.0000    -14.0000    100.0000
   32      1.0000    -14.0000    100.0000
   33      3.0000    -14.0000     81.0000
   34      5.0000    -14.0000     69.0000
   35      7.0000    -14.0000     60.0000
   36     -8.0000    -13.0000     52.0000
   37     -6.0000    -13.0000     60.0000
   38     -4.0000    -13.0000     69.0000
   39     -2.0000    -13.0000     81.0000
   40       .0000    -13.0000    100.0000
   41      2.0000    -13.0000     81.0000
   42      4.0000    -13.0000     69.0000
   43      6.0000    -13.0000     60.0000
   44      8.0000    -13.0000     52.0000
   45     -9.0000    -12.0000     47.0000
   46     -7.0000    -12.0000     52.0000
   47     -5.0000    -12.0000     60.0000
   48     -3.0000    -12.0000     69.0000
   49     -1.0000    -12.0000     81.0000
   50      1.0000    -12.0000     81.0000
   51      3.0000    -12.0000     69.0000
   52      5.0000    -12.0000     60.0000
   53      7.0000    -12.0000     52.0000
   54      9.0000    -12.0000     47.0000
   55    -10.0000    -11.0000     42.0000
   56     -8.0000    -11.0000     47.0000
   57     -6.0000    -11.0000     52.0000
   58     -4.0000    -11.0000     60.0000
   59     -2.0000    -11.0000     69.0000
   60       .0000    -11.0000     81.0000
   61      2.0000    -11.0000     69.0000
   62      4.0000    -11.0000     60.0000
   63      6.0000    -11.0000     52.0000
   64      8.0000    -11.0000     47.0000
   65     10.0000    -11.0000     42.0000
   66    -11.0000    -10.0000     39.0000
   67     -9.0000    -10.0000     42.0000
   68     -7.0000    -10.0000     47.0000
   69     -5.0000    -10.0000     52.0000
   70     -3.0000    -10.0000     60.0000
   71     -1.0000    -10.0000     69.0000
   72      1.0000    -10.0000     69.0000
   73      3.0000    -10.0000     60.0000
   74      5.0000    -10.0000     52.0000
   75      7.0000    -10.0000     47.0000
   76      9.0000    -10.0000     42.0000
   77     11.0000    -10.0000     39.0000
   78    -12.0000     -9.0000     36.0000
   79    -10.0000     -9.0000     39.0000
   80     -8.0000     -9.0000     42.0000
   81     -6.0000     -9.0000     47.0000
   82     -4.0000     -9.0000     52.0000
   83     -2.0000     -9.0000     60.0000
   84       .0000     -9.0000     69.0000
   85      2.0000     -9.0000     60.0000
   86      4.0000     -9.0000     52.0000
   87      6.0000     -9.0000     47.0000
   88      8.0000     -9.0000     42.0000
   89     10.0000     -9.0000     39.0000
   90     12.0000     -9.0000     36.0000
   91    -13.0000     -8.0000     33.0000
   92    -11.0000     -8.0000     36.0000
   93     -9.0000     -8.0000     39.0000
   94     -7.0000     -8.0000     42.0000
   95     -5.0000     -8.0000     47.0000
   96     -3.0000     -8.0000     52.0000
   97     -1.0000     -8.0000     60.0000
   98      1.0000     -8.0000     60.0000
   99      3.0000     -8.0000     52.0000
  100      5.0000     -8.0000     47.0000
  101      7.0000     -8.0000     42.0000
  102      9.0000     -8.0000     39.0000
  103     11.0000     -8.0000     36.0000
  104     13.0000     -8.0000     33.0000
  105    -14.0000     -7.0000     31.0000
  106    -12.0000     -7.0000     33.0000
  107    -10.0000     -7.0000     36.0000
  108     -8.0000     -7.0000     39.0000
  109     -6.0000     -7.0000     42.0000
  110     -4.0000     -7.0000     47.0000
  111     -2.0000     -7.0000     52.0000
  112       .0000     -7.0000     60.0000
  113      2.0000     -7.0000     52.0000
  114      4.0000     -7.0000     47.0000
  115      6.0000     -7.0000     42.0000
  116      8.0000     -7.0000     39.0000
  117     10.0000     -7.0000     36.0000
  118     12.0000     -7.0000     33.0000
  119     14.0000     -7.0000     31.0000
  120    -15.0000     -6.0000     29.0000
  121    -13.0000     -6.0000     31.0000
  122    -11.0000     -6.0000     33.0000
  123     -9.0000     -6.0000     36.0000
  124     -7.0000     -6.0000     39.0000
  125     -5.0000     -6.0000     42.0000
  126     -3.0000     -6.0000     47.0000
  127     -1.0000     -6.0000     52.0000
  128      1.0000     -6.0000     52.0000
  129      3.0000     -6.0000     47.0000
  130      5.0000     -6.0000     42.0000
  131      7.0000     -6.0000     39.0000
  132      9.0000     -6.0000     36.0000
  133     11.0000     -6.0000     33.0000
  134     13.0000     -6.0000     31.0000
  135     15.0000     -6.0000     29.0000
  136    -16.0000     -5.0000     27.0000
  137    -14.0000     -5.0000     29.0000
  138    -12.0000     -5.0000     31.0000
  139    -10.0000     -5.0000     33.0000
  140     -8.0000     -5.0000     36.0000
  141     -6.0000     -5.0000     39.0000
  142     -4.0000     -5.0000     42.0000
  143     -2.0000     -5.0000     47.0000
  144       .0000     -5.0000     52.0000
  145      2.0000     -5.0000     47.0000
  146      4.0000     -5.0000     42.0000
  147      6.0000     -5.0000     39.0000
  148      8.0000     -5.0000     36.0000
  149     10.0000     -5.0000     33.0000
  150     12.0000     -5.0000     31.0000
  151     14.0000     -5.0000     29.0000
  152     16.0000     -5.0000     27.0000
  153    -17.0000     -4.0000     25.0000
  154    -15.0000     -4.0000     27.0000
  155    -13.0000     -4.0000     29.0000
  156    -11.0000     -4.0000     31.0000
  157     -9.0000     -4.0000     33.0000
  158     -7.0000     -4.0000     36.0000
  159     -5.0000     -4.0000     39.0000
  160     -3.0000     -4.0000     42.0000
  161     -1.0000     -4.0000     47.0000
  162      1.0000     -4.0000     47.0000
  163      3.0000     -4.0000     42.0000
  164      5.0000     -4.0000     39.0000
  165      7.0000     -4.0000     36.0000
  166      9.0000     -4.0000     33.0000
  167     11.0000     -4.0000     31.0000
  168     13.0000     -4.0000     29.0000
  169     15.0000     -4.0000     27.0000
  170     17.0000     -4.0000     25.0000
  171    -18.0000     -3.0000     24.0000
  172    -16.0000     -3.0000     25.0000
  173    -14.0000     -3.0000     27.0000
  174    -12.0000     -3.0000     29.0000
  175    -10.0000     -3.0000     31.0000
  176     -8.0000     -3.0000     33.0000
  177     -6.0000     -3.0000     36.0000
  178     -4.0000     -3.0000     39.0000
  179     -2.0000     -3.0000     42.0000
  180       .0000     -3.0000     47.0000
  181      2.0000     -3.0000     42.0000
  182      4.0000     -3.0000     39.0000
  183      6.0000     -3.0000     36.0000
  184      8.0000     -3.0000     33.0000
  185     10.0000     -3.0000     31.0000
  186     12.0000     -3.0000     29.0000
  187     14.0000     -3.0000     27.0000
  188     16.0000     -3.0000     25.0000
  189     18.0000     -3.0000     24.0000
  190    -19.0000     -2.0000     23.0000
  191    -17.0000     -2.0000     24.0000
  192    -15.0000     -2.0000     25.0000
  193    -13.0000     -2.0000     27.0000
  194    -11.0000     -2.0000     29.0000
  195     -9.0000     -2.0000     31.0000
  196     -7.0000     -2.0000     33.0000
  197     -5.0000     -2.0000     36.0000
  198     -3.0000     -2.0000     39.0000
  199     -1.0000     -2.0000     42.0000
  200      1.0000     -2.0000     42.0000
  201      3.0000     -2.0000     39.0000
  202      5.0000     -2.0000     36.0000
  203      7.0000     -2.0000     33.0000
  204      9.0000     -2.0000     31.0000
  205     11.0000     -2.0000     29.0000
  206     13.0000     -2.0000     27.0000
  207     15.0000     -2.0000     25.0000
  208     17.0000     -2.0000     24.0000
  209     19.0000     -2.0000     23.0000
  210    -20.0000     -1.0000     21.0000
  211    -18.0000     -1.0000     23.0000
  212    -16.0000     -1.0000     24.0000
  213    -14.0000     -1.0000     25.0000
  214    -12.0000     -1.0000     27.0000
  215    -10.0000     -1.0000     29.0000
  216     -8.0000     -1.0000     31.0000
  217     -6.0000     -1.0000     33.0000
  218     -4.0000     -1.0000     36.0000
  219     -2.0000     -1.0000     39.0000
  220       .0000     -1.0000     42.0000
  221      2.0000     -1.0000     39.0000
  222      4.0000     -1.0000     36.0000
  223      6.0000     -1.0000     33.0000
  224      8.0000     -1.0000     31.0000
  225     10.0000     -1.0000     29.0000
  226     12.0000     -1.0000     27.0000
  227     14.0000     -1.0000     25.0000
  228     16.0000     -1.0000     24.0000
  229     18.0000     -1.0000     23.0000
  230     20.0000     -1.0000     21.0000
  231    -21.0000       .0000     20.0000
  232    -19.0000       .0000     21.0000
  233    -17.0000       .0000     23.0000
  234    -15.0000       .0000     24.0000
  235    -13.0000       .0000     25.0000
  236    -11.0000       .0000     27.0000
  237     -9.0000       .0000     29.0000
  238     -7.0000       .0000     31.0000
  239     -5.0000       .0000     33.0000
  240     -3.0000       .0000     36.0000
  241     -1.0000       .0000     39.0000
  242      1.0000       .0000     39.0000
  243      3.0000       .0000     36.0000
